ID_relacion,figura,origen,destino,card_origen,card_destino,tipo,regla_fuente,tipo_fuente,texto_literal_fuente,nota_derivacion,estado,secciones_06
R022,DV-06_04,Corrección trazable,Doble temporalidad,,,dependencia,"06 §4.7.1, L1403–L1419",DEPENDENCIA_SIN_CARDINALIDAD,"#### 4.7.1. Estructura conceptual mínima

Una `Corrección trazable` conserva:

| Elemento conceptual | Regla |
|---|---|
| Identificador | identidad propia de la corrección |
| Original | referencia obligatoria al registro histórico raíz |
| Corrección previa | referencia opcional a la corrección inmediatamente anterior |
| Contenido corregido | nueva afirmación/valor/condición según el área propietaria |
| Actor | quién ejecuta o registra la corrección |
| Autoría | responsabilidad atribuible a la corrección; no reasigna la del original |
| Momento de ocurrencia | cuándo ocurrió la rectificación |
| Momento de registro | cuándo BE la registró |
| Motivo | se conserva cuando la política aplicable lo exige |
| Procedencia | fuente/contexto de la rectificación |","Corrección conserva ocurrencia y registro. Es doble temporalidad, no dos objetos temporales ni reglas de almacenamiento.",ACTIVA,4.7.1
R023,DV-06_04,Versión,Versión,0..1,,asociación,"06 §4.5.1, L1304–L1323",DERIVACION_JUSTIFICADA,"#### 4.5.1. Estructura conceptual mínima

Una `Versión` conserva como mínimo:

| Elemento conceptual | Regla |
|---|---|
| Identificador | designa de forma estable esa versión concreta |
| Referencia al objeto versionado | identifica qué entidad o representación de dominio versiona |
| Ámbito | evita relacionar como sucesoras versiones de objetos o alcances diferentes |
| Referencia a predecesora | opcional; cero para la primera versión, como máximo una predecesora directa |
| Autoría | actor responsable del contenido o decisión versionada |
| Actor de la operación | actor que ejecutó/registró la emisión cuando sea distinto de la autoría |
| Momento de ocurrencia | cuándo ocurrió el hecho de emisión o presentación |
| Momento de registro | cuándo BE lo registró |
| Procedencia | de dónde proviene el contenido o evidencia |
| Contenido emitido | representación semántica que queda inmutable tras la emisión |
| Referencias de contexto | relaciones necesarias para reconstruir el sentido de esa versión |

No se fija cómo se almacena ninguno de estos elementos.",Una versión declara predecesora opcional: 0..1 expreso. Se retira máximo de sucesoras global no fijado por el patrón; las reglas de sucesión pertenecen al área.,ACTIVA,4.5.1
R024,DV-06_05,Proceso operativo,Activación de plan,1,1..N,asociación,"06 §8.4, L3360–L3410; 06 §8.5, L3411–L3433",DERIVACION_JUSTIFICADA,"### 8.4. Proceso operativo

#### 8.4.1. Identidad

Un Proceso operativo conserva profesional, asesorado, Alcance funcional, acto de apertura, versión/plan de apertura cuando aplique, actor/autoría, ocurrencia, registro, procedencia y estado.

Una operación antropométrica aislada no crea por sí sola un Proceso de seguimiento de Nutrición/Entrenamiento.

#### 8.4.2. Proceso nuevo

**`REG-06-64` — Proceso nuevo como candidato.**

Una operación es `NUEVO` cuando pretende crear un identificador de Proceso para profesional + asesorado + Alcance y no existe un Proceso `ABIERTO` equivalente.

`NUEVO` no es estado persistido. Exige evaluación B-05 antes de crear el Proceso.

Una nueva versión de plan dentro de un Proceso abierto es continuidad.

#### 8.4.3. Proceso abierto

**`REG-06-65` — Apertura posterior a admisión.**

Un Proceso nuevo abre solo si:

1. profesional, asesorado y Alcance son identificables;
2. la vertical puede emitir/activar la versión inicial;
3. B-05 admite la apertura por capacidad;
4. los demás gates estructurales son compatibles;
5. apertura y activación no se declaran exitosas parcialmente.

B-07/B-08 definirán la máquina concreta del Plan.

#### 8.4.4. Proceso vigente

**`REG-06-66` — Vigencia estructural sin estado paralelo.**

Un Proceso `ABIERTO` es estructuralmente `VIGENTE` cuando:

- la cuenta no introduce bloqueo operativo;
- Verificación profesional = `VERIFICADO`;
- existe Habilitación efectiva;
- Vínculo por Alcance = `ACEPTADO`;
- Consentimiento = `VIGENTE`;
- el Proceso no está cerrado.

`VIGENTE` no equivale a Autorización contextual; 08 sigue evaluando cada operación.

#### 8.4.5. Proceso cerrado

`CERRADO` es terminal. Impide nueva ejecución/continuidad de ese identificador y conserva evidencia, versiones, revisiones y eventos. Una relación futura equivalente crea un Proceso nuevo.

### 8.5. Máquina del Proceso operativo

#### 8.5.1. Estados cerrados

```text
ABIERTO
CERRADO
```

#### 8.5.2. Lista blanca

| Transición | Origen → destino | Disparador | Condiciones | Evento principal |
|---|---|---|---|---|
| `AbrirProceso` | inicio → `ABIERTO` | activación vertical confirmada | `REG-06-64/65` + admisión B-05 | `ProcesoOperativoAbierto` |
| `AplicarContinuidad` | `ABIERTO → ABIERTO` | UC-I06 con resultado distinto de `FINALIZAR` | revisión M-10 válida + consecuencia aplicable | `ContinuidadOCierreAplicado` (`CONTINUIDAD`) |
| `CerrarPorRevision` | `ABIERTO → CERRADO` | UC-I06 con `FINALIZAR` | revisión M-10 válida + cierre explícito | `ContinuidadOCierreAplicado` (`CIERRE_PROCESO`) + `ProcesoOperativoCerrado` |
| `CerrarPorFinalizacionVinculo` | `ABIERTO → CERRADO` | Vínculo pasa a `FINALIZADO` | mismo profesional/asesorado/Alcance | `ProcesoOperativoCerrado` |
| `CerrarPorCierreCuenta` | `ABIERTO → CERRADO` | cuenta pasa a `CERRADA` | identidad correspondiente | `ProcesoOperativoCerrado` |

Toda transición no listada está prohibida.

Pausa, suspensión, revocación o pérdida de Habilitación no son estados del Proceso.","Proceso abierto mediante activación inicial confirmada; nuevas versiones dentro del mismo proceso son continuidad. Se infiere una o más activaciones históricas, no composición con borrado.",ACTIVA,8.4;8.5
R025,DV-06_05,Proceso operativo,ContinuidadOCierreAplicado,1,0..N,asociación,"06 §8.7.4, L3500–L3523",DERIVACION_JUSTIFICADA,"#### 8.7.4. Resolución de Q-007

**`REG-06-75` — Evento técnico exacto de continuidad o cierre.**

`Q-007` queda **RESUELTA EN M-04**, coordinada con M-10, mediante:

```text
ContinuidadOCierreAplicado
```

Se emite solo después de aplicar exitosamente UC-I06 y conserva:

- Proceso;
- Revisión válida origen;
- Resultado semántico;
- Próxima acción o cierre;
- `CONTINUIDAD` o `CIERRE_PROCESO`;
- estado antes/después;
- referencias de versiones cuando correspondan;
- actor/autoría;
- ocurrencia;
- registro;
- procedencia.",Cada ContinuidadOCierreAplicado conserva Proceso y revisión origen; puede haber sucesivas continuidades y un cierre. No todo cierre de proceso cuenta como este evento.,ACTIVA,8.7.4
R026,DV-06_05,Activación de plan,Capacidad configurada,,,dependencia,"06 §8.4.3, L3378–L3391",DEPENDENCIA_SIN_CARDINALIDAD,"#### 8.4.3. Proceso abierto

**`REG-06-65` — Apertura posterior a admisión.**

Un Proceso nuevo abre solo si:

1. profesional, asesorado y Alcance son identificables;
2. la vertical puede emitir/activar la versión inicial;
3. B-05 admite la apertura por capacidad;
4. los demás gates estructurales son compatibles;
5. apertura y activación no se declaran exitosas parcialmente.

B-07/B-08 definirán la máquina concreta del Plan.",La apertura de proceso nuevo exige admisión de capacidad antes de activar. No implica que toda continuidad consuma una nueva unidad.,ACTIVA,8.4.3
R027,DV-06_05,ContinuidadOCierreAplicado,Ciclo cerrado trazable,,,dependencia,"06 §8.7.5, L3524–L3538",DEPENDENCIA_SIN_CARDINALIDAD,"#### 8.7.5. Frontera con Ciclo cerrado trazable

**`REG-06-76` — Q-007 no redefine T-06-40.**

`ContinuidadOCierreAplicado` demuestra que la consecuencia funcional fue aplicada. M-10 conserva `T-06-40 — Ciclo cerrado trazable`.

```text
Revisión válida (M-10)
+ ContinuidadOCierreAplicado (M-04)
→ insumos para Ciclo cerrado trazable (M-10)
→ elegibilidad analítica posterior (M-12)
```

B-04 no calcula TVCC-30.",Evento aplicado aporta insumos del ciclo trazable junto a revisión y evidencia; no crea por sí solo el ciclo ni calcula TVCC.,ACTIVA,8.7.5
R028,DV-06_06,Objetivo nutricional,Plan nutricional,1,0..N,referencia,"06 §10.7.1, L4270–L4285",DERIVACION_JUSTIFICADA,"#### 10.7.1. Relación estructural

**`REG-06-102` — Plan relacionado con evaluación y objetivo.**

El Plan profesional conserva:

- asesorado;
- profesional;
- Alcance;
- Evaluación de referencia;
- Versión de Objetivo aplicable;
- conjunto de Versiones de plan;
- relación explícita a la Versión activada efectiva cuando exista.

El contenido prescriptivo concreto queda fuera del modelo conceptual de 06.","Referencia a Versión de Objetivo aplicable, no composición ni propiedad del Plan por el Objetivo. 0..N es inversa no exclusiva inferida; el pasaje completo enumera toda la estructura.",ACTIVA,10.7.1
R029,DV-06_06,Plan nutricional,Día tipo,1,1..N,composición,"06 §10.17.1, L4552–L4567",EXPRESA,"#### 10.17.1. Jerarquía interna del plan

**`REG-06-118` — Jerarquía nutricional de la Versión de plan.**

Una Versión de Plan nutricional conserva una jerarquía identificable:

```text
Versión de plan
→ Día tipo [1..N]
→ Comida [1..N]
→ Opción de comida [1..N]
→ Ítem prescripto [1..N]
```

El `Día tipo` es la unidad temporal interna de la vertical y **no se agenda en fechas**. Una misma Versión puede contener uno o varios Días tipo. La Instantánea reproducible conserva la jerarquía, el orden/contexto y las relaciones exactamente como fueron emitidos.","Estructura de una Versión de plan emitida según REG-06-118, no requisito de un borrador UI vacío.",ACTIVA,10.17.1
R030,DV-06_06,Día tipo,Comida,1,1..N,composición,"06 §10.17.1, L4552–L4567",EXPRESA,"#### 10.17.1. Jerarquía interna del plan

**`REG-06-118` — Jerarquía nutricional de la Versión de plan.**

Una Versión de Plan nutricional conserva una jerarquía identificable:

```text
Versión de plan
→ Día tipo [1..N]
→ Comida [1..N]
→ Opción de comida [1..N]
→ Ítem prescripto [1..N]
```

El `Día tipo` es la unidad temporal interna de la vertical y **no se agenda en fechas**. Una misma Versión puede contener uno o varios Días tipo. La Instantánea reproducible conserva la jerarquía, el orden/contexto y las relaciones exactamente como fueron emitidos.",Jerarquía emitida Día tipo–Comida; los hijos pertenecen a su contexto versionado.,ACTIVA,10.17.1
R031,DV-06_06,Comida,Opción de comida,1,1..N,composición,"06 §10.17.1, L4552–L4567",EXPRESA,"#### 10.17.1. Jerarquía interna del plan

**`REG-06-118` — Jerarquía nutricional de la Versión de plan.**

Una Versión de Plan nutricional conserva una jerarquía identificable:

```text
Versión de plan
→ Día tipo [1..N]
→ Comida [1..N]
→ Opción de comida [1..N]
→ Ítem prescripto [1..N]
```

El `Día tipo` es la unidad temporal interna de la vertical y **no se agenda en fechas**. Una misma Versión puede contener uno o varios Días tipo. La Instantánea reproducible conserva la jerarquía, el orden/contexto y las relaciones exactamente como fueron emitidos.",Jerarquía emitida Comida–Opción; no confundir cantidad de alternativas con ejecución.,ACTIVA,10.17.1
R032,DV-06_06,Opción de comida,Ítem prescripto,1,1..N,composición,"06 §10.17.1, L4552–L4567",EXPRESA,"#### 10.17.1. Jerarquía interna del plan

**`REG-06-118` — Jerarquía nutricional de la Versión de plan.**

Una Versión de Plan nutricional conserva una jerarquía identificable:

```text
Versión de plan
→ Día tipo [1..N]
→ Comida [1..N]
→ Opción de comida [1..N]
→ Ítem prescripto [1..N]
```

El `Día tipo` es la unidad temporal interna de la vertical y **no se agenda en fechas**. Una misma Versión puede contener uno o varios Días tipo. La Instantánea reproducible conserva la jerarquía, el orden/contexto y las relaciones exactamente como fueron emitidos.",Jerarquía emitida Opción–Ítem. Las modalidades se documentan en §10.17.2.,ACTIVA,10.17.1
R033,DV-06_06,Ítem prescripto,Elemento de catálogo,0..N,1,referencia,"06 §10.17.2.1, L4580–L4585",DERIVACION_JUSTIFICADA,"##### 10.17.2.1. Modalidad A — opción de plato armado

Una Comida puede ofrecer alternativas cerradas de Opción de comida. Cada Ítem prescripto de una alternativa conserva referencia a alimento o preparación y, cuando existe cantidad, cantidad, unidad y Estado de preparación.

Esta modalidad es la base del MVP conforme a `DEC-046`; B-07 no fija qué alimentos, preparaciones, cantidades ni combinaciones debe prescribir el profesional.",Solo modalidad A y por referencia alimento/preparación conservada en el ítem. Inversa no exclusiva inferida; no se impone a modalidad B/C.,ACTIVA,10.17.2.1
R034,DV-06_06,Ingesta registrada,Comida,,,dependencia,"06 §10.9, L4364–L4397; 06 §10.17.2.3, L4601–L4614",DEPENDENCIA_SIN_CARDINALIDAD,"### 10.9. Ejecución/adherencia — patrón reutilizable

**`REG-06-106` — Ejecución registrada vinculada a lo planificado.**

Todo registro confirmado de ejecución/adherencia conserva:

- asesorado;
- dominio;
- Versión activada de referencia;
- parte, sesión u ocurrencia planificada a la que aplica, cuando corresponda;
- momento de ocurrencia;
- momento de registro;
- autor;
- contexto/observación permitida;
- procedencia.

La ejecución nunca modifica la prescripción de la Versión activada.

#### 10.9.1. Unicidad

**`REG-06-107` — Reintento no duplica una ejecución equivalente.**

La vertical declara una clave lógica de unicidad por:

- asesorado;
- Versión activada;
- período/ocurrencia planificada aplicable.

Un reintento de la misma confirmación no crea un segundo hecho equivalente.

La concurrencia técnica y la idempotencia contractual se prueban en 11A/09.

---

##### 10.17.2.3. Modalidad C — registro descriptivo libre

**`REG-06-121` — Ingesta descriptiva preservada y estructuración profesional posterior trazable.**

La Ingesta registrada puede consistir en texto del asesorado que describe qué comió y en qué porciones. Este registro:

- no se clasifica como fallback de segunda categoría;
- conserva el texto original;
- puede ser estructurado posteriormente por un profesional asignando alimentos y cantidades estimadas;
- cuando se estructura posteriormente, instancia `Corrección trazable` de B-06 sin modificar el original;
- deja constancia de que la cuantificación resultante es **estimación profesional sobre descripción, no medición**.

No se crea una máquina de corrección propia de Nutrición.",Referencia contextual cuando corresponde; un registro descriptivo libre no demuestra una relación obligatoria a una sola Comida. Se retiran ambas multiplicidades.,ACTIVA,10.9;10.17.2.3
R035,DV-06_07,Objetivo de entrenamiento,Plan de entrenamiento,1,0..N,referencia,"06 §11.4, L5062–L5078; 06 §10.7.1, L4270–L4285",DERIVACION_JUSTIFICADA,"### 11.4. Mapeo exacto al patrón B-07

| Estructura Entrenamiento | Regla común reutilizada | Diferencia |
|---|---|---|
| Evaluación de entrenamiento | `REG-06-97` | contenido de dominio distinto; no se fija |
| Objetivo de entrenamiento | `REG-06-98` | RF-064; contenido profesional distinto |
| Catálogo de ejercicios | `REG-06-99…101` | proveedor wger en importación |
| Plan de entrenamiento | `REG-06-102/103` | contiene bloques/sesiones/prescripciones y, desde v0.1.1, Microciclo opcional |
| Versión de plan | máquina B-07 §7 | mismos estados y transiciones |
| Activación | `REG-06-104/105` | snapshot de planificación de entrenamiento |
| Ejecución | `REG-06-106/107` | ejecución real tiene borrador y corrección |
| Continuidad | `REG-06-108` | progresión especializa AJUSTAR/SUSTITUIR |

B-08 no crea sinónimos ni estados paralelos. Las adiciones v0.1.1 especializan la estructura interna de Entrenamiento sin duplicar reglas comunes.

---

#### 10.7.1. Relación estructural

**`REG-06-102` — Plan relacionado con evaluación y objetivo.**

El Plan profesional conserva:

- asesorado;
- profesional;
- Alcance;
- Evaluación de referencia;
- Versión de Objetivo aplicable;
- conjunto de Versiones de plan;
- relación explícita a la Versión activada efectiva cuando exista.

El contenido prescriptivo concreto queda fuera del modelo conceptual de 06.","Entrenamiento reutiliza REG-06-102. Referencia a versión de objetivo, no composición. La inversa no exclusiva se infiere, no es una restricción Prisma aprobada.",ACTIVA,11.4;10.7.1
R036,DV-06_07,Plan de entrenamiento,Bloque,1,,composición,"06 §11.6, L5111–L5144; 06 §11.17.1, L5379–L5396",DERIVACION_JUSTIFICADA,"### 11.6. Estructura de planificación de entrenamiento — baseline aprobada

**`REG-06-111` — Jerarquía estructural de planificación.**

Una Versión de Plan de entrenamiento puede organizar, en orden identificable:

```text
Plan
→ Bloques
→ Sesiones planificadas
→ Prescripciones
```

Una Prescripción:

- referencia un elemento del Catálogo propio;
- pertenece a una Sesión planificada;
- conserva los parámetros/unidades profesionales necesarios para interpretar lo indicado;
- no define en 06 qué parámetros concretos deben utilizarse.

Si un parámetro es cuantitativo, su unidad y significado deben ser identificables conforme a B-00.

#### 11.6.1. Relaciones

**`REG-06-112` — Relaciones internas preservadas por Versión.**

La Versión activada/snapshot reconstruye el orden y las relaciones Plan ↔ Bloque ↔ Sesión ↔ Prescripción exactamente como fueron emitidas.

Cambios posteriores del borrador o catálogo no alteran esa estructura histórica.

La incorporación opcional de Microciclo en v0.1.1 es una **extensión compatible** de esta jerarquía; no sustituye ni invalida las relaciones aprobadas.

---

#### 11.17.1. Jerarquía extendida

**`REG-06-126` — Microciclo opcional como extensión de la jerarquía aprobada.**

La estructura de `REG-06-111` se extiende compatiblemente a:

```text
Versión de plan
→ Bloque
→ Microciclo [0..N]
→ Sesión
→ Prescripción de ejercicio
```

Cuando un Plan simple omite Microciclo, la relación Bloque → Sesión aprobada en v0.1 permanece válida. Cuando existe, la Instantánea reproducible conserva la relación Bloque → Microciclo → Sesión → Prescripción exactamente como fue emitida.

El Microciclo representa la unidad de repetición semanal indicada por `DEC-046`; B-08 no fija contenido ni duración concreta.",Bloque contenido en una versión de plan. La fuente da jerarquía pero no mínimo numérico universal de bloques; se retira 1..N no declarado.,ACTIVA,11.6;11.17.1
R037,DV-06_07,Bloque,Microciclo,1,0..N,composición,"06 §11.17.1, L5379–L5396",EXPRESA,"#### 11.17.1. Jerarquía extendida

**`REG-06-126` — Microciclo opcional como extensión de la jerarquía aprobada.**

La estructura de `REG-06-111` se extiende compatiblemente a:

```text
Versión de plan
→ Bloque
→ Microciclo [0..N]
→ Sesión
→ Prescripción de ejercicio
```

Cuando un Plan simple omite Microciclo, la relación Bloque → Sesión aprobada en v0.1 permanece válida. Cuando existe, la Instantánea reproducible conserva la relación Bloque → Microciclo → Sesión → Prescripción exactamente como fue emitida.

El Microciclo representa la unidad de repetición semanal indicada por `DEC-046`; B-08 no fija contenido ni duración concreta.",Microciclo explícitamente opcional [0..N] bajo Bloque. La alternativa directa Bloque–Sesión se agrega como R065.,ACTIVA,11.17.1
R038,DV-06_07,Microciclo,Sesión,1,,composición,"06 §11.17.1, L5379–L5396",DERIVACION_JUSTIFICADA,"#### 11.17.1. Jerarquía extendida

**`REG-06-126` — Microciclo opcional como extensión de la jerarquía aprobada.**

La estructura de `REG-06-111` se extiende compatiblemente a:

```text
Versión de plan
→ Bloque
→ Microciclo [0..N]
→ Sesión
→ Prescripción de ejercicio
```

Cuando un Plan simple omite Microciclo, la relación Bloque → Sesión aprobada en v0.1 permanece válida. Cuando existe, la Instantánea reproducible conserva la relación Bloque → Microciclo → Sesión → Prescripción exactamente como fue emitida.

El Microciclo representa la unidad de repetición semanal indicada por `DEC-046`; B-08 no fija contenido ni duración concreta.",Aplica si la sesión se organiza dentro de microciclo. No se fuerza microciclo ni se infiere un mínimo de sesiones no declarado.,ACTIVA,11.17.1
R039,DV-06_07,Sesión,Prescripción de ejercicio,1,,composición,"06 §11.6, L5111–L5144; 06 §11.17.1, L5379–L5396",DERIVACION_JUSTIFICADA,"### 11.6. Estructura de planificación de entrenamiento — baseline aprobada

**`REG-06-111` — Jerarquía estructural de planificación.**

Una Versión de Plan de entrenamiento puede organizar, en orden identificable:

```text
Plan
→ Bloques
→ Sesiones planificadas
→ Prescripciones
```

Una Prescripción:

- referencia un elemento del Catálogo propio;
- pertenece a una Sesión planificada;
- conserva los parámetros/unidades profesionales necesarios para interpretar lo indicado;
- no define en 06 qué parámetros concretos deben utilizarse.

Si un parámetro es cuantitativo, su unidad y significado deben ser identificables conforme a B-00.

#### 11.6.1. Relaciones

**`REG-06-112` — Relaciones internas preservadas por Versión.**

La Versión activada/snapshot reconstruye el orden y las relaciones Plan ↔ Bloque ↔ Sesión ↔ Prescripción exactamente como fueron emitidas.

Cambios posteriores del borrador o catálogo no alteran esa estructura histórica.

La incorporación opcional de Microciclo en v0.1.1 es una **extensión compatible** de esta jerarquía; no sustituye ni invalida las relaciones aprobadas.

---

#### 11.17.1. Jerarquía extendida

**`REG-06-126` — Microciclo opcional como extensión de la jerarquía aprobada.**

La estructura de `REG-06-111` se extiende compatiblemente a:

```text
Versión de plan
→ Bloque
→ Microciclo [0..N]
→ Sesión
→ Prescripción de ejercicio
```

Cuando un Plan simple omite Microciclo, la relación Bloque → Sesión aprobada en v0.1 permanece válida. Cuando existe, la Instantánea reproducible conserva la relación Bloque → Microciclo → Sesión → Prescripción exactamente como fue emitida.

El Microciclo representa la unidad de repetición semanal indicada por `DEC-046`; B-08 no fija contenido ni duración concreta.",Cada prescripción pertenece a sesión según estructura; no se añade un mínimo universal durante preparación de plan.,ACTIVA,11.6;11.17.1
R040,DV-06_07,Prescripción de ejercicio,Ejecución real,,,dependencia,"06 §10.9, L4364–L4397; 06 §11.4, L5062–L5078",DEPENDENCIA_SIN_CARDINALIDAD,"### 10.9. Ejecución/adherencia — patrón reutilizable

**`REG-06-106` — Ejecución registrada vinculada a lo planificado.**

Todo registro confirmado de ejecución/adherencia conserva:

- asesorado;
- dominio;
- Versión activada de referencia;
- parte, sesión u ocurrencia planificada a la que aplica, cuando corresponda;
- momento de ocurrencia;
- momento de registro;
- autor;
- contexto/observación permitida;
- procedencia.

La ejecución nunca modifica la prescripción de la Versión activada.

#### 10.9.1. Unicidad

**`REG-06-107` — Reintento no duplica una ejecución equivalente.**

La vertical declara una clave lógica de unicidad por:

- asesorado;
- Versión activada;
- período/ocurrencia planificada aplicable.

Un reintento de la misma confirmación no crea un segundo hecho equivalente.

La concurrencia técnica y la idempotencia contractual se prueban en 11A/09.

---

### 11.4. Mapeo exacto al patrón B-07

| Estructura Entrenamiento | Regla común reutilizada | Diferencia |
|---|---|---|
| Evaluación de entrenamiento | `REG-06-97` | contenido de dominio distinto; no se fija |
| Objetivo de entrenamiento | `REG-06-98` | RF-064; contenido profesional distinto |
| Catálogo de ejercicios | `REG-06-99…101` | proveedor wger en importación |
| Plan de entrenamiento | `REG-06-102/103` | contiene bloques/sesiones/prescripciones y, desde v0.1.1, Microciclo opcional |
| Versión de plan | máquina B-07 §7 | mismos estados y transiciones |
| Activación | `REG-06-104/105` | snapshot de planificación de entrenamiento |
| Ejecución | `REG-06-106/107` | ejecución real tiene borrador y corrección |
| Continuidad | `REG-06-108` | progresión especializa AJUSTAR/SUSTITUIR |

B-08 no crea sinónimos ni estados paralelos. Las adiciones v0.1.1 especializan la estructura interna de Entrenamiento sin duplicar reglas comunes.

---","La ejecución referencia versión activada y parte/sesión/ocurrencia cuando aplica. Se retira el 0..1 global: la unicidad es por contexto y período/ocurrencia, no por prescripción en toda la historia.",ACTIVA,10.9;11.4
R041,DV-06_07,Prescripción de ejercicio,Catálogo de ejercicios,0..N,1,referencia,"06 §11.6, L5111–L5144",DERIVACION_JUSTIFICADA,"### 11.6. Estructura de planificación de entrenamiento — baseline aprobada

**`REG-06-111` — Jerarquía estructural de planificación.**

Una Versión de Plan de entrenamiento puede organizar, en orden identificable:

```text
Plan
→ Bloques
→ Sesiones planificadas
→ Prescripciones
```

Una Prescripción:

- referencia un elemento del Catálogo propio;
- pertenece a una Sesión planificada;
- conserva los parámetros/unidades profesionales necesarios para interpretar lo indicado;
- no define en 06 qué parámetros concretos deben utilizarse.

Si un parámetro es cuantitativo, su unidad y significado deben ser identificables conforme a B-00.

#### 11.6.1. Relaciones

**`REG-06-112` — Relaciones internas preservadas por Versión.**

La Versión activada/snapshot reconstruye el orden y las relaciones Plan ↔ Bloque ↔ Sesión ↔ Prescripción exactamente como fueron emitidas.

Cambios posteriores del borrador o catálogo no alteran esa estructura histórica.

La incorporación opcional de Microciclo en v0.1.1 es una **extensión compatible** de esta jerarquía; no sustituye ni invalida las relaciones aprobadas.

---","Cada prescripción conserva referencia al elemento de catálogo de ejercicios. Reutilización por distintas prescripciones inferida, no catálogo propiedad del plan.",ACTIVA,11.6
R042,DV-06_07,Catálogo de ejercicios,Relación Ejercicio–Zona,1,0..N,composición,"06 §11.26, L5649–L5663",EXPRESA,"### 11.26. Relación Ejercicio–Zona muscular con rol

**`REG-06-139` — Asociación versionada con rol declarado.**

Cada elemento del Catálogo de ejercicios admite **cero o más** Relaciones Ejercicio–Zona muscular. Cada relación conserva:

- referencia al ejercicio/catalog item y a su versión aplicable;
- referencia al identificador estable de Zona;
- Rol de implicación muscular declarado: `PRINCIPAL` o `SECUNDARIO`;
- versión/procedencia de la asignación.

La asignación concreta de Zonas a un ejercicio es contenido profesional de catálogo y **no se fija en B-08**. El modelo tampoco introduce porcentajes, ponderaciones ni reglas automáticas para convertir el rol en volumen o intensidad; esas derivaciones pertenecen a `B-11` bajo el contrato de `ACTA-DIR-015 §5`.

---","Ejercicio admite cero o más relaciones; cada relación conserva ejercicio/versionado, zona y rol. No confundir asignación con catálogo de zonas.",ACTIVA,11.26
R043,DV-06_07,Relación Ejercicio–Zona,Zona muscular,0..N,1,asociación,"06 §11.26, L5649–L5663",DERIVACION_JUSTIFICADA,"### 11.26. Relación Ejercicio–Zona muscular con rol

**`REG-06-139` — Asociación versionada con rol declarado.**

Cada elemento del Catálogo de ejercicios admite **cero o más** Relaciones Ejercicio–Zona muscular. Cada relación conserva:

- referencia al ejercicio/catalog item y a su versión aplicable;
- referencia al identificador estable de Zona;
- Rol de implicación muscular declarado: `PRINCIPAL` o `SECUNDARIO`;
- versión/procedencia de la asignación.

La asignación concreta de Zonas a un ejercicio es contenido profesional de catálogo y **no se fija en B-08**. El modelo tampoco introduce porcentajes, ponderaciones ni reglas automáticas para convertir el rol en volumen o intensidad; esas derivaciones pertenecen a `B-11` bajo el contrato de `ACTA-DIR-015 §5`.

---",Cada asignación referencia un ZoneId; una zona puede reutilizarse en múltiples asignaciones. Inversa no exclusiva inferida.,ACTIVA,11.26
