"seccion","id_o_metodo","ruta_09_o_codigo","titulo_o_handler","prioridad_09","clasificacion","contraparte","nota","evidencia"
"A_OPERACION_09","API-TRN-18","POST /api/v1/training/execution-drafts/{draftId}/confirm","Confirmar ejecución","P0","CONTRADICE","POST /api/v1/entrenamiento/adherencia [CONTRADICE]","Registra estado de sesión y series sin borrador ni confirmación, y persiste `porcentaje` (SALTEADA→0, COMPLETADA→100); T-06-30 exige registro sin fórmulas de puntuación.","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1136"
"A_OPERACION_09","API-TRN-19","GET /api/v1/training/executions/{executionId}","Consultar ejecución real","P0","NO_EXISTE","","","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1197"
"A_OPERACION_09","API-TRN-20","POST /api/v1/training/executions/{executionId}/corrections","Corregir ejecución registrada","P0","NO_EXISTE","","","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1221"
"A_OPERACION_09","API-TRN-21","GET /api/v1/advisees/{adviseeId}/training/review-context?periodStart=&periodEnd=","Contexto de revisión","P0","NO_EXISTE","","","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1261"
"A_OPERACION_09","API-TRN-22","POST /api/v1/advisees/{adviseeId}/training/reviews","Registrar revisión profesional válida","P0","NO_EXISTE","","","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1299"
"A_OPERACION_09","API-TRN-23","GET /api/v1/training/reviews/{reviewId}","Consultar revisión","P0","NO_EXISTE","","","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1375"
"A_OPERACION_09","API-TRN-24","POST /api/v1/training/reviews/{reviewId}/apply","Aplicar continuidad/cierre","P0","NO_EXISTE","","","BE_LEG_09_v0.10_CONTRATOS_P0_ENTRENAMIENTO L1385"
"B_RUTA_CODIGO","GET","/api/v1/asesorados","listar","","PARCIAL","API-DSH-01","Cartera del profesional sin cursor ni filtros.","src/modules/asesorados/asesorados.controller.ts:24 · auth=JWT · rol=RolSistema.PROFESIONAL"
"B_RUTA_CODIGO","POST","/api/v1/asesorados","crear","","CONTRADICE","API-REL-01","Crea cuenta pre-activada y vínculo ACTIVO sin aceptación del asesorado (asesorados.service.ts:126). En el 09/06 el profesional solicita, el asesorado acepta y el vínculo no concede consentimiento.","src/modules/asesorados/asesorados.controller.ts:30 · auth=JWT · rol=RolSistema.PROFESIONAL"
"B_RUTA_CODIGO","GET","/api/v1/asignaciones","listar","","PARCIAL","API-REL-05","Solo vista del profesional (@Roles PROFESIONAL).","src/modules/asignaciones/asignaciones.controller.ts:20 · auth=JWT · rol=RolSistema.PROFESIONAL"
"B_RUTA_CODIGO","POST","/api/v1/asignaciones/:id/finalizar","finalizar","","EQUIVALENTE_FUNCIONAL","API-REL-09","Misma acción, otra ruta. Repetir sobre FINALIZADO da 422 (no idempotente).","src/modules/asignaciones/asignaciones.controller.ts:38 · auth=JWT · rol=RolSistema.PROFESIONAL"
"B_RUTA_CODIGO","POST","/api/v1/asignaciones/:id/pausar","pausar","","EQUIVALENTE_FUNCIONAL","API-REL-07","Misma acción, otra ruta. Pausa el vínculo completo, no un alcance.","src/modules/asignaciones/asignaciones.controller.ts:28 · auth=JWT · rol=RolSistema.PROFESIONAL"
"B_RUTA_CODIGO","POST","/api/v1/asignaciones/:id/reanudar","reanudar","","EQUIVALENTE_FUNCIONAL","API-REL-08","Misma acción, otra ruta.","src/modules/asignaciones/asignaciones.controller.ts:33 · auth=JWT · rol=RolSistema.PROFESIONAL"
"B_RUTA_CODIGO","GET","/api/v1/auth/activacion/:token","infoActivacion","","NO_EN_INVENTARIO_09","","Alta híbrida: sin operación en el 09.","src/modules/auth/auth.controller.ts:49 · auth=PUBLIC · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/auth/activacion/:token","activar","","CONTRADICE","API-ACC-01 | API-CON-02","Fija contraseña y otorga TERMINOS + DATOS_SALUD en un único acto (auth.service.ts:36). El 09 separa aceptación de términos y de privacidad (ACC-01) y otorga B2 solo sobre un vínculo (CON-02).","src/modules/auth/auth.controller.ts:59 · auth=PUBLIC · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/auth/login","login","","PARCIAL","API-ACC-02","JWT sin recurso de sesión revocable; sin rate limit.","src/modules/auth/auth.controller.ts:27 · auth=PUBLIC · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/auth/me","me","","PARCIAL","API-ACC-05","Identidad propia; sin datos de sesión.","src/modules/auth/auth.controller.ts:38 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/entrenamiento/1rm","estimar1RM","","NO_EN_INVENTARIO_09","","Calculadora de 1RM: sin operación en el 09.","src/modules/entrenamiento/entrenamiento.controller.ts:62 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/entrenamiento/adherencia","registrarAdherencia","","CONTRADICE","API-TRN-15 | API-TRN-18","Registra estado de sesión y series sin borrador ni confirmación, y persiste `porcentaje` (SALTEADA→0, COMPLETADA→100); T-06-30 exige registro sin fórmulas de puntuación.","src/modules/entrenamiento/entrenamiento.controller.ts:38 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/entrenamiento/analitica/carga","carga","","NO_EN_INVENTARIO_09","","ACWR: no figura entre las 8 claves de proyección del 09.","src/modules/entrenamiento/entrenamiento.controller.ts:91 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/entrenamiento/analitica/fuerza","fuerza","","PARCIAL","API-PRJ-01","≈ TRAINING_PROGRESSION_BY_EXERCISE / TRAINING_PERSONAL_RECORDS.","src/modules/entrenamiento/entrenamiento.controller.ts:100 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/entrenamiento/analitica/volumen-real","volumenReal","","PARCIAL","API-PRJ-01","≈ TRAINING_VOLUME_BY_MUSCLE_ZONE / TRAINING_EFFECTIVE_VS_TOTAL_VOLUME.","src/modules/entrenamiento/entrenamiento.controller.ts:80 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/entrenamiento/ejercicios","ejercicios","","PARCIAL","API-TRN-13","take:100 sin cursor.","src/modules/entrenamiento/entrenamiento.controller.ts:56 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/entrenamiento/planes","crearPlan","","CONTRADICE","API-TRN-07 | API-TRN-12","El cliente puede fijar `estado` (incluso ACTIVO) al crear: no hay borrador → validar → activar ni snapshot.","src/modules/entrenamiento/entrenamiento.controller.ts:20 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/entrenamiento/planes/:eventoId/volumen","volumen","","NO_EN_INVENTARIO_09","","Volumen del plan prescripto: sin operación propia (las proyecciones del 09 son sobre ejecución).","src/modules/entrenamiento/entrenamiento.controller.ts:47 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/entrenamiento/pr","registrarPr","","NO_EN_INVENTARIO_09","","Carga manual de PR: el 06 define la marca personal como derivada de ejecuciones (REG-06-182).","src/modules/entrenamiento/entrenamiento.controller.ts:29 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/eventos-salud","consultar","","PARCIAL","API-DSH-04","Timeline con paginación offset (el 09 usa cursor).","src/modules/eventos-salud/eventos-salud.controller.ts:116 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/eventos-salud/:id/correccion","corregir","","NO_EN_INVENTARIO_09","","Patrón de corrección (≈ ANT-05/TRN-20) pero solo soporta BIOMETRIA, dominio ausente del 09.","src/modules/eventos-salud/eventos-salud.controller.ts:102 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/eventos-salud/antropometria","crearAntropometria","","PARCIAL","API-ANT-02","Sin especificación/protocolo (ANT-01); derivados en la misma fila.","src/modules/eventos-salud/eventos-salud.controller.ts:50 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/eventos-salud/biometria","crearBiometria","","NO_EN_INVENTARIO_09","","Biometría: sin operación ni concepto en el 09/06.","src/modules/eventos-salud/eventos-salud.controller.ts:36 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/eventos-salud/check-in","registrarCheckin","","NO_EN_INVENTARIO_09","","Check-in de bienestar: sin operación en el 09.","src/modules/eventos-salud/eventos-salud.controller.ts:77 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/eventos-salud/dolor","registrarDolor","","NO_EN_INVENTARIO_09","","Dolor autodeclarado: sin operación en el 09.","src/modules/eventos-salud/eventos-salud.controller.ts:64 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/eventos-salud/foto-progreso","registrarFotoProgreso","","NO_EN_INVENTARIO_09","","Media privada ""outlined"" en el 09, sin ID.","src/modules/eventos-salud/eventos-salud.controller.ts:90 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/eventos-salud/resumen","resumen","","PARCIAL","API-DSH-03","Resumen por área ≈ dashboard.","src/modules/eventos-salud/eventos-salud.controller.ts:139 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/eventos-salud/series","serie","","PARCIAL","API-ANT-06 | API-PRJ-01","Serie por métrica; mezcla biometría.","src/modules/eventos-salud/eventos-salud.controller.ts:128 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/nutricion/adherencia","registrarDia","","CONTRADICE","API-NUT-15","Persiste `porcentaje` 0-100; el 09 (CAND-09-NUT-C, derivada del canon) prohíbe adherencePercent en P0.","src/modules/nutricion/nutricion.controller.ts:43 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/alimentos","alimentos","","PARCIAL","API-NUT-13","take:100 sin cursor.","src/modules/nutricion/nutricion.controller.ts:161 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/asesorados/:asesoradoId/borrador","obtenerBorrador","","PARCIAL","API-NUT-08","Devuelve solo el último borrador.","src/modules/nutricion/nutricion.controller.ts:103 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/nutricion/asesorados/:asesoradoId/borradores","crearBorrador","","EQUIVALENTE_FUNCIONAL","API-NUT-07","Crear borrador de plan.","src/modules/nutricion/nutricion.controller.ts:93 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/asesorados/:asesoradoId/hoy","hoy","","PARCIAL","API-NUT-14","El 09 lo expone como /me; el código recibe asesoradoId.","src/modules/nutricion/nutricion.controller.ts:128 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/asesorados/:asesoradoId/perfil","obtenerPerfil","","PARCIAL","API-NUT-02 | API-NUT-03","Perfil nutricional único, sin historia de evaluaciones.","src/modules/nutricion/nutricion.controller.ts:72 · auth=JWT · rol=-"
"B_RUTA_CODIGO","PUT","/api/v1/nutricion/asesorados/:asesoradoId/perfil","actualizarPerfil","","CONTRADICE","API-NUT-01","Upsert que sobrescribe; NUT-01 crea una evaluación nueva e inmutable.","src/modules/nutricion/nutricion.controller.ts:81 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/asesorados/:asesoradoId/workspace","workspace","","NO_EN_INVENTARIO_09","","Read model de pantalla, sin operación en el 09.","src/modules/nutricion/nutricion.controller.ts:115 · auth=JWT · rol=-"
"B_RUTA_CODIGO","PATCH","/api/v1/nutricion/borradores/:planId","editarBorrador","","EQUIVALENTE_FUNCIONAL","API-NUT-10","Editar borrador con lock optimista (expectedUpdatedAt).","src/modules/nutricion/nutricion.controller.ts:137 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/nutricion/borradores/:planId/activar","activarBorrador","","PARCIAL","API-NUT-12","Activa con snapshot; sin paso de validación (NUT-11) ni sucesión de versiones.","src/modules/nutricion/nutricion.controller.ts:151 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/comidas-plantilla","comidasPlantilla","","NO_EN_INVENTARIO_09","","Librería de comidas: sin operación en el 09.","src/modules/nutricion/nutricion.controller.ts:176 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/nutricion/comidas-plantilla","crearComidaPlantilla","","NO_EN_INVENTARIO_09","","Librería de comidas: sin operación en el 09.","src/modules/nutricion/nutricion.controller.ts:167 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/nutricion/consumo","registrarConsumo","","PARCIAL","API-NUT-15","Ingesta cuantificada; no acepta descripción libre sin alimentos (modalidad C P0).","src/modules/nutricion/nutricion.controller.ts:52 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/objetivo-macros","objetivoMacros","","NO_EN_INVENTARIO_09","","Calculadora de macros.","src/modules/nutricion/nutricion.controller.ts:185 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/nutricion/planes","crearPlan","","PARCIAL","API-NUT-07","Ruta legada superada por borradores; sin consumidor web.","src/modules/nutricion/nutricion.controller.ts:34 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/nutricion/planes/:eventoId/resumen","resumen","","PARCIAL","API-NUT-09","Resumen por eventoId (sale del snapshot si está activado).","src/modules/nutricion/nutricion.controller.ts:61 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/objetivos","listar","","PARCIAL","API-NUT-05 | API-TRN-05","Objetivos genéricos multi-dominio.","src/modules/objetivos/objetivos.controller.ts:33 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/objetivos","crear","","PARCIAL","API-NUT-04 | API-TRN-04","Objetivos genéricos multi-dominio.","src/modules/objetivos/objetivos.controller.ts:27 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/api/v1/objetivos/:id","obtener","","PARCIAL","API-NUT-06 | API-TRN-06","Consulta de un objetivo (no ""efectivo"").","src/modules/objetivos/objetivos.controller.ts:42 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/objetivos/:id/estado","cambiarEstado","","NO_EN_INVENTARIO_09","","LOGRADO/ABANDONADO: sin operación en el 09.","src/modules/objetivos/objetivos.controller.ts:79 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/objetivos/:id/hitos","agregarHito","","NO_EN_INVENTARIO_09","","Hitos: sin concepto en 06/09.","src/modules/objetivos/objetivos.controller.ts:48 · auth=JWT · rol=-"
"B_RUTA_CODIGO","PATCH","/api/v1/objetivos/:id/hitos/:hitoId","marcarHito","","NO_EN_INVENTARIO_09","","Hitos: sin concepto en 06/09.","src/modules/objetivos/objetivos.controller.ts:58 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/objetivos/:id/replantear","replantear","","PARCIAL","API-NUT-04 | API-TRN-04","Nueva versión por reemplazo (reemplazaAId), genérica.","src/modules/objetivos/objetivos.controller.ts:89 · auth=JWT · rol=-"
"B_RUTA_CODIGO","POST","/api/v1/objetivos/:id/revisiones","revisar","","NO_EN_INVENTARIO_09","","Revisión de objetivo con % y enRumbo; distinta de la revisión profesional válida (NUT-18/TRN-22).","src/modules/objetivos/objetivos.controller.ts:69 · auth=JWT · rol=-"
"B_RUTA_CODIGO","GET","/health","check","","NO_EN_INVENTARIO_09","","Infraestructura; el 09 deriva health a 07 sin ID.","src/health/health.controller.ts:10 · auth=PUBLIC · rol=-"
